index,anime_id,title,title_english,type,score,genre_list,producer_list,opening_theme,ending_theme,synopsis,related,comb_feat
133,155,X/1999,X - The Movie,Movie,6.59,"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']","['Kadokawa Shoten', 'Victor Entertainment', 'Marubeni', 'Movic', 'Sega', 'Shelty']","['""eX Dream"" by Myuji']","['""Forever Love"" by X Japan']","At the millennial edge, the concluding battle for humanity's future is staged. Kamui Shirou's destiny has been decided as he returns to Tokyo to face his ultimate challenge. The Dragon of Heaven, defenders of the Earth, stand ready to protect the world from the Dragon of Earth, the seven angels of legend, who embrace the devastation of the planet to bring about its purification. Now Kamui must decide which side to fight for although he finds the idea utterly unappealing. It isn't until realizing that his two childhood friends, Fuma and Kotori Monou, are in grievous peril that Kamui decides to step into his fated position in the climactic struggle of the Year of Destiny: 1999. (Source: AnimeNfo)","{'Adaptation': [{'mal_id': 27, 'type': 'manga', 'name': 'X', 'url': 'https://myanimelist.net/manga/27/X'}], 'Alternative version': [{'mal_id': 156, 'type': 'anime', 'name': 'X', 'url': 'https://myanimelist.net/anime/156/X'}], 'Prequel': [{'mal_id': 2729, 'type': 'anime', 'name': 'X²: Double X', 'url': 'https://myanimelist.net/anime/2729/X²__Double_X'}]}",action peril animenfo find magic legend friend shoten childhood movic devast idea angel futur protect embrac forev kamui horror dragon realiz kotori utter posit marubeni tokyo planet human victor kadokawa fate millenni defend fuma sourc sega shelti world myuji ultim two stage japan side must earth love climact seven readi supernatur fight purif battl drama stand fantasi challeng although return unapp step struggl monou bring entertain decid edg year shirou destini heaven dream sci face conclud grievous
142,164,Mononoke Hime,Princess Mononoke,Movie,8.74,"['Action', 'Adventure', 'Fantasy']","['Tokuma Shoten', 'Nippon Television Network']","['""Ashitaka Sekki (アシタカせっき; The Legend of Ashitaka)"" by Joe Hisaishi']","['""Mononoke Hime"" by Joe Hisaishi']","When an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him. Princess Mononoke is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance. [Written by MAL Rewrite]",{},arm action siphon princ tale promot san could find legend shoten put westward town destruct mononok achiev desper elder technolog joe spirit embroil clash boar insid stake human life defend seek curs network fierc princess forest breath emishi harmoni two eboshi constant away sacr travel gradual connect natur young mankind beast deforest show battl stand latent ladi surviv fantasi hime arriv depict begin iron televis struggl oppos grant cure nippon attack brought mutual instruct sekki ashitaka villag accept hisaishi power conflict tatara attempt path die demon tribe tokuma forc furious adventur
164,187,Initial D Third Stage,Initial D Third Stage,Movie,7.91,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",['OB Planning'],"['""Gamble Rumble"" by Move']","['""Jirenma"" by Every Little Thing']","Shortly after graduating from high school, Takumi is approached by RedSuns leader Ryosuke Takahashi and offered to join him in forming a professional racing team. Before coming up with an answer to the proposal, Takumi seeks retribution by issuing a rematch to Emperor leader Kyouichi Sudou, who previously defeated him due to an engine failure. He is also challenged by Kai Kogashiwa, a second-generation street racer whose father was once a fierce rival of Takumi's father Bunta.","{'Adaptation': [{'mal_id': 375, 'type': 'manga', 'name': 'Initial D', 'url': 'https://myanimelist.net/manga/375/Initial_D'}], 'Sequel': [{'mal_id': 18, 'type': 'anime', 'name': 'Initial D Fourth Stage', 'url': 'https://myanimelist.net/anime/18/Initial_D_Fourth_Stage'}], 'Prequel': [{'mal_id': 186, 'type': 'anime', 'name': 'Initial D Second Stage', 'url': 'https://myanimelist.net/anime/186/Initial_D_Second_Stage'}], 'Summary': [{'mal_id': 821, 'type': 'anime', 'name': 'Initial D Battle Stage', 'url': 'https://myanimelist.net/anime/821/Initial_D_Battle_Stage'}, {'mal_id': 12725, 'type': 'anime', 'name': 'Initial D: Project D to the Next Stage - Project D e Mukete', 'url': 'https://myanimelist.net/anime/12725/Initial_D__Project_D_to_the_Next_Stage_-_Project_D_e_Mukete'}], 'Side story': [{'mal_id': 822, 'type': 'anime', 'name': 'Initial D Extra Stage', 'url': 'https://myanimelist.net/anime/822/Initial_D_Extra_Stage'}]}",second high romanc rumbl action rival sport race generat failur approach defeat kogashiwa takumi move come issu ryosuk sudou street jirenma whose everi seinen retribut emperor littl profession answer onc seek drama redsun due rematch racer thing father form plan gambl graduat offer also fierc join previous challeng befor short engin kai school team takahashi leader propos car bunta kyouichi
176,199,Sen to Chihiro no Kamikakushi,Spirited Away,Movie,8.86,"['Adventure', 'Supernatural', 'Drama']",['Toho'],"['""Day of the River/Ano hi no kawa"" by Joe Hisaishi']","['""Itsumo Nando demo (Always with Me)"" by Yumi Kimura']","Stubborn, spoiled, and naïve, 10-year-old Chihiro Ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. Cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. Ghostly apparitions and food that turns her parents into pigs are just the start—Chihiro has unwittingly crossed over into the spirit world. Now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic Haku and the cast of unique characters she meets along the way. Vivid and intriguing, Sen to Chihiro no Kamikakushi tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home. [Written by MAL Rewrite]",{},cross river tell spoil happen stori toho home courag fall pig kawa cautious enigmat ano stubborn charact amongst joe live kimura spirit old intrigu demo realiz work strive insid unfamiliar turn alway pleas world discov haku way yumi food new must along ventur place less supernatur eye cast journey onc drama unwit thing summon start sen parent strang help return begin meet ghost vivid kamikakushi day park ogino hous amus abandon chihiro itsumo hisaishi apparit year uniqu trap dusk nando save adventur
189,212,Project A-Ko,Project A-Ko,Movie,6.88,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']",['SOEISHINSHA'],[],"['""Follow Your Dream"" by Valerie Stevenson']","Sixteen years after its destruction by a meteor, Graviton City has been rebuilt into a futuristic metropolis. However, this is of little concern to superpowered high school student Eiko Magami, who only cares about her best friend Shiiko Kotobuki and arriving at school on time. Unfortunately, the incredibly intelligent Biko Daitokuji intends to befriend Shiiko, taking Eiko's place as the Shiiko's best friend using any means she can. Biko decides that, to accomplish this, she must defeat Eiko in combat. In order to overcome her super strength and speed, Biko creates a mecha and challenges Eiko in front of their school gate. As the two commence their battle, an extremely large spaceship hovers over Earth, searching for something left behind. [Written by MAL Rewrite]","{'Alternative version': [{'mal_id': 1295, 'type': 'anime', 'name': 'A-Ko The Versus', 'url': 'https://myanimelist.net/anime/1295/A-Ko_The_Versus'}], 'Sequel': [{'mal_id': 1296, 'type': 'anime', 'name': 'Project A-Ko 2: Daitokuji Zaibatsu no Inbou', 'url': 'https://myanimelist.net/anime/1296/Project_A-Ko_2__Daitokuji_Zaibatsu_no_Inbou'}]}",citi high larg meteor action creat graviton befriend comedi defeat biko intend use valeri must earth care someth behind decid hover place take rebuilt intellig soeishinsha daitokuji power order littl super year speed battl friend superpow howev commenc mean destruct eiko spaceship time futurist student stevenson gate ani incred extrem accomplish mecha challeng search onli unfortun arriv strength front dream sci overcom metropoli sixteen best two combat left school magami shiiko kotobuki concern follow adventur
193,216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Welcome to Pia Carrot! Sayaka's Love Story,Movie,5.95,"['Comedy', 'Romance']","['Geneon Universal Entertainment', 'I-move']","['""I Wish"" by Reica']","['""Close to You"" by Reica']","High schoolers Sayaka Takai and Akihiko Kannazuki work together at a restaurant chain ""Pia Carrot."" Both are interested in each other, but before either could make a move Sayaka was temporarily rotated to the newly established branch at a beach resort. While waitress girls at this new location did their best to confront harassment, make new friends, and attract new customers by attending a beauty contest, Sayaka's feeling for Akihiko never stops and has become stronger and stronger. (Source: ANN)","{'Alternative version': [{'mal_id': 213, 'type': 'anime', 'name': 'Pia Carrot e Youkoso!!', 'url': 'https://myanimelist.net/anime/213/Pia_Carrot_e_Youkoso'}], 'Prequel': [{'mal_id': 215, 'type': 'anime', 'name': 'Pia Carrot e Youkoso!! 2 DX', 'url': 'https://myanimelist.net/anime/215/Pia_Carrot_e_Youkoso_2_DX'}]}",takai interest locat akihiko stop high rotat resort romanc never new sayaka pia confront comedi move work univers close entertain togeth feel could kannazuki branch carrot custom girl friend attend stronger harass sourc establish beauti schooler contest becom wish attract geneon temporarili waitress befor reica newli make restaur either best beach chain
196,219,Kidou Senkan Nadesico: The Prince of Darkness,Martian Successor Nadesico: The Prince of Darkness,Movie,6.78,"['Action', 'Comedy', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space']","['TV Tokyo', 'Starchild Records', 'Kadokawa Shoten', 'Toei Video', 'Movic', 'Sega', 'King Records', 'Audio Tanaka']",[],"['""Dearest"" by Yumi Matsuzawa']","Two years have passed since the end of the ""Martian Successor Nadesico."" Akito and Yurika have disappeared. The Jovians and the Earthlings have joined forces and Ruri is now captain of Nadesico B. As the popularity of Boson Jumping grows, a vast transportation network has been developed. Dubbed the Hisago Plan, this network of Chulip portals holds the answers to the mysteries behind Bose particles and their power. If those secrets should fall into the wrong hands, it could mean big trouble. And big trouble there is. A Martian splinter group has launched an offensive, leaving the United Forces befuddled and desperate. So much so, in fact, that the former crew of the Nadesico is called back to active duty for a special unsanctioned mission-to save us all. Does this menagerie of misfits have what it takes? Who will win the race for the Boson technology? And what the heck happened to Akito and Yurika?","{'Prequel': [{'mal_id': 218, 'type': 'anime', 'name': 'Kidou Senkan Nadesico', 'url': 'https://myanimelist.net/anime/218/Kidou_Senkan_Nadesico'}]}",happen action grow akito group could activ duti yurika fall popular shoten movic shounen bose particl earthl troubl big matsuzawa portal menageri transport launch desper dub technolog video nadesico chulip successor heck toei behind audio tokyo dearest kadokawa psycholog former crew mean fact vast sega network secret starchild two unsanct misfit tanaka yumi mission race comedi pass space doe jump take answer win drama martian mysteri special end plan join leav jovian boson wrong splinter ruri offens back much develop call captain disappear hand hold hisago power record year mecha sci save forc unit king befuddl sinc
280,304,Aa! Megami-sama! Movie,Ah! My Goddess: The Movie,Movie,7.58,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']","['Bandai Visual', 'Pony Canyon', 'Kodansha', 'Movic', 'Sega']",[],"['""Try to Wish"" by Saori Nishihata']","For centuries, a god named Celestin has been imprisoned on the moon for betraying the kingdom of Yggdrasil. Released by the fairy Morgan Le Fey, Celestin travels to Earth to reunite with his former pupil, the goddess Belldandy. Things go awry as Celestin erases Belldandy's memories of her boyfriend Keiichi and uses her as a catalyst to wreak havoc on Earth and Yggdrasil.","{'Adaptation': [{'mal_id': 446, 'type': 'manga', 'name': 'Aa! Megami-sama!', 'url': 'https://myanimelist.net/manga/446/Aa_Megami-sama'}], 'Prequel': [{'mal_id': 49, 'type': 'anime', 'name': 'Aa! Megami-sama!', 'url': 'https://myanimelist.net/anime/49/Aa_Megami-sama'}]}",belldandi centuri havoc travel saori romanc betray canyon fairi reunit visual moon tri poni comedi use earth god nishihata celestin supernatur seinen fey keiichi magic eras former movic yggdrasil imprison thing sega awri bandai goddess wish pupil memori morgan name catalyst wreak kodansha releas kingdom boyfriend
289,313,Ace wo Nerae! (1979),Aim for the Ace! (1979),Movie,6.83,"['Sports', 'Drama', 'Romance', 'School', 'Shoujo']",[],"[""''Mabushii Kisetsu ni (まぶしい季節に)'' by Shounen Tanteidan (少年探偵団)""]","[""''Haruka na Yume (まぶしい季節に)'' by Shounen Tanteidan (少年探偵団)""]","High school freshman Hiromi joins the tennis club because of her admiration for Ryuzaki. Ryuzaki is a senior, who's the best tennis player on the team and also nicknamed ""Ochoufujin"", (""Madame Butterfly""), because of her elegance on the tennis court. However, the new coach, Jin Munakata, wants the inexperienced Hiromi to play in a forthcoming tournament. Due to this, Hiromi considers quitting tennis for good but, in the depth of her soul, she soon realizes that she loves tennis after all. She returns to the club and, under Munakata's coaching, her talent starts to bloom. In the end, Hiromi develops a strong emotional bond with her coach, not knowing that Munakata is risking his life because of a chronic illness. (Source: AnimeNfo)","{'Adaptation': [{'mal_id': 7948, 'type': 'manga', 'name': 'Ace wo Nerae', 'url': 'https://myanimelist.net/manga/7948/Ace_wo_Nerae'}], 'Full story': [{'mal_id': 311, 'type': 'anime', 'name': 'Ace wo Nerae!', 'url': 'https://myanimelist.net/anime/311/Ace_wo_Nerae'}]}",jin tanteidan tenni high depth romanc eleg new player play sport bloom talent good risk animenfo soul realiz shoujo emot chronic senior strong soon love hiromi ill madam kisetsu freshman coach admir tournament ryuzaki life haruka drama howev due know forthcom sourc becaus butterfli inexperienc end also shounen bond start join quit court return mabushii club nicknam best yume consid munakata school team ochoufujin want develop
291,315,Xiao Qian,A Chinese Ghost Story,Movie,6.51,"['Action', 'Drama', 'Fantasy', 'Romance']","['Polygram Japan', 'Film Workshop']",[],[],"A Chinese Ghost Story is a movie that follows a young man named Ning. After the loss of his girlfriend he works as a debt collector to forget his troubles only to encounter more than he had imagined. Accompanied by his constant companion Solid Gold, Ning ends up in a ghost town and from there the adventure ensues. This movie explores some of China`s myths and fantasies as the viewer is taken through a world of drama, romance, and battles between good and evil. (Source: AniDB)",{},romanc movi action film stori ensu good explor work young polygram evil myth viewer gold ning solid man loss collector girlfriend companion debt battl drama anidb taken forget town sourc end troubl workshop world fantasi onli encount china name imagin ghost accompani japan constant chines follow adventur
293,317,Final Fantasy VII: Advent Children,Final Fantasy VII: Advent Children,Movie,7.79,"['Action', 'Super Power', 'Fantasy']",[],[],"['""Calling"" by Kyosuke Himuro']","Two years ago, the world was changed forever. The young Cloud Strife and his band of friends may have defeated Sephiroth and thwarted his plan to crash a giant meteor into the Earth, but this victory was not without great cost. The highly populated city of Midgar was nearly ripped apart in the conflict. Fortunately, many of the city's citizens were able to evacuate to safety, and in the years afterward have formed a new home called Edge. Final Fantasy VII: Advent Children revolves around Cloud and Tifa as they try to make new lives for themselves, as well as for those around them, in this new city. Together they run a courier service, and tend to their mutual friend Barret’s adopted daughter Marlene and a young orphan by the name of Denzel. Denzel, Cloud, and scores of children are suffering from a mysterious new illness called ""Geostigma."" The children of the city have one other threat looming over their heads—a trio of powerful men are kidnapping infected kids for unknown reasons. Cloud is determined to save these young ones, not only from Geostigma, but from the kidnappers as well. He has no idea, however, that these men share a link to his old enemy, Sephiroth, and Cloud’s quest to vanquish them will bring him back into conflict with the demons of his past. If there is any hope in conquering these threats, it lays within the bonds of friendship between Cloud and his allies who saved the world once, and now must do so again.","{'Prequel': [{'mal_id': 408, 'type': 'anime', 'name': 'Final Fantasy VII: Last Order', 'url': 'https://myanimelist.net/anime/408/Final_Fantasy_VII__Last_Order'}], 'Alternative version': [{'mal_id': 2952, 'type': 'anime', 'name': 'Final Fantasy VII: Advent Children Complete', 'url': 'https://myanimelist.net/anime/2952/Final_Fantasy_VII__Advent_Children_Complete'}], 'Side story': [{'mal_id': 6151, 'type': 'anime', 'name': 'Final Fantasy VII: On the Way to a Smile - Episode: Denzel', 'url': 'https://myanimelist.net/anime/6151/Final_Fantasy_VII__On_the_Way_to_a_Smile_-_Episode__Denzel'}], 'Summary': [{'mal_id': 6152, 'type': 'anime', 'name': 'Final Fantasy VII: Advent Children - Venice Film Festival Footage', 'url': 'https://myanimelist.net/anime/6152/Final_Fantasy_VII__Advent_Children_-_Venice_Film_Festival_Footage'}]}",high action revolv great conquer defeat cost home citizen friend safeti idea bond mani evacu tifa courier may well fortun around head final live forev rip cloud old citi tri thwart togeth near kidnapp suffer reason midgar hope without denzel form victori world ani afterward unknown make name two past orphan advent quest new must threat young earth tend kidnap alli giant ill share loom onc band howev mysteri kid enemi plan lay himuro popul fantasi abl onli vii vanquish crash themselv daughter men back chang servic call marlen meteor mutual bring kyosuk apart ago adopt barret one friendship power conflict edg super year trio determin run within strife demon sephiroth link children save geostigma infect score
347,371,Cardcaptor Sakura Movie 1,Cardcaptor Sakura The Movie,Movie,7.65,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Shoujo']","['Bandai Visual', 'Shochiku', 'Shelty']",[],"['""Tooi Kono Machi de"" by Kaitani Naomi""Tooi Kono Machi de"" by Sakamoto Maaya']","It's winter vacation and Sakura wins a trip to Hong Kong. Kero, skeptic of her luck in lotteries, questions whether she was merely lucky or was she summoned to Hong Kong upon inevitability. As Sakura strolls through Hong Kong's Bird Street, she senses an evil force calling to her. On chasing two strange birds, she is lead to a phantom world where she learns she was actually made to come to Hong Kong by a woman, Madoushi, who apparently wants revenge on Clow Reed. With Syaoran's mother, Yelan's help and the guidance from Clow Reed's voice, she must fight Madoushi and rescue her friends and loved ones, who have been captured.","{'Adaptation': [{'mal_id': 106, 'type': 'manga', 'name': 'Cardcaptor Sakura', 'url': 'https://myanimelist.net/manga/106/Cardcaptor_Sakura'}], 'Parent story': [{'mal_id': 232, 'type': 'anime', 'name': 'Cardcaptor Sakura', 'url': 'https://myanimelist.net/anime/232/Cardcaptor_Sakura'}]}",yelan shochiku kono call sakura sens winter visual sakamoto lotteri comedi must come rescu shoujo kong street evil syaoran captur love stroll kero mere one skeptic woman inevit fight trip made magic guidanc win friend drama hong chase bird shelti machi vacat reveng kaitani bandai naomi summon appar question world fantasi strang madoushi reed help lead upon learn tooi lucki actual mother forc maaya two voic phantom want whether clow luck
348,372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Card Captor Sakura Movie 2: The Sealed Card,Movie,8.23,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']","['Bandai Visual', 'Shochiku', 'Kodansha', 'Shelty', 'Amber Film Works']",[],"['""Ashita e no Melody"" by CHAKA']","For this year's Nadeshiko Festival, Sakura Kinomoto's elementary school class is presenting a play. She will portray a princess who struggles to respond to the love confession of the neighboring country's prince. Sakura empathizes with her character all too well, since she herself still owes an answer to the boy who confessed his love for her four months ago. When cousins Shaoran and Meiling Li return from Hong Kong to pay a surprise visit to their friends in Japan, Sakura receives further encouragement to finally declare her feelings. However, she is repeatedly distracted by a presence reminiscent of a Clow Card as well as unexplained disappearances around town. Eventually, Sakura learns of another of Clow Reed's creations—the ""Nothing""—which was formerly sealed away beneath the magician's old house. It has power equal to all 52 cards Sakura possesses, and furthermore, it wants to take those cards away from her! Objects, space, and people disappear from Tomoeda with each card that is stolen. Sakura sets out to capture the Nothing so everything will return to normal, but what must she sacrifice in the process? [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 106, 'type': 'manga', 'name': 'Cardcaptor Sakura', 'url': 'https://myanimelist.net/manga/106/Cardcaptor_Sakura'}], 'Prequel': [{'mal_id': 232, 'type': 'anime', 'name': 'Cardcaptor Sakura', 'url': 'https://myanimelist.net/anime/232/Cardcaptor_Sakura'}], 'Side story': [{'mal_id': 1078, 'type': 'anime', 'name': 'Cardcaptor Sakura: Kero-chan ni Omakase!', 'url': 'https://myanimelist.net/anime/1078/Cardcaptor_Sakura__Kero-chan_ni_Omakase'}], 'Alternative version': [{'mal_id': 35320, 'type': 'anime', 'name': 'Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma', 'url': 'https://myanimelist.net/anime/35320/Cardcaptor_Sakura__Clear_Card-hen_Prologue_-_Sakura_to_Futatsu_no_Kuma'}]}",magician ashita princ unexplain magic month possess friend hong repeat town melodi respond visit process surpris noth furthermor well kodansha card around charact final equal old seal tomoeda work pay encourag chaka normal confess former portray shelti meil princess nadeshiko class reed sacrific creation want japan kinomoto away romanc film visual still comedi anoth must shoujo feel space love elementari take answer drama howev owe bandai neighbor presenc fantasi beneath countri learn return everyth object peopl present struggl shaoran shochiku sakura empath play amber hous disappear receiv kong ago captur distract reminisc declar power year four cousin stolen festiv set boy school clow eventu sinc
